antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'Concealer', 'Blush', 'Eyeliner'})","frozenset({'Eye shadow', 'Mascara'})",0.087,0.149,0.054,0.620689655,4.165702384,0.041037,2.243545455
"frozenset({'Nail Polish', 'Bronzer'})","frozenset({'Eye shadow', 'Mascara'})",0.149,0.134,0.083,0.55704698,4.157067014,0.063034,1.955060606
frozenset({'Eyeliner'}),"frozenset({'Eye shadow', 'Concealer', 'Bronzer'})",0.134,0.149,0.083,0.619402985,4.157067014,0.063034,2.235960784
"frozenset({'Eye shadow', 'Lip liner'})","frozenset({'Mascara', 'Concealer'})",0.134,0.097,0.054,0.402985075,4.154485305,0.041002,1.512525
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Blush', 'Bronzer'})",0.097,0.134,0.054,0.556701031,4.154485305,0.041002,1.953534884
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Nail Polish', 'Bronzer'})",0.149,0.131,0.081,0.543624161,4.149802756,0.061481,1.904132353
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eyeliner', 'Lip Gloss'})",0.131,0.149,0.081,0.618320611,4.149802756,0.061481,2.22962
"frozenset({'Eye shadow', 'Nail Polish', 'Bronzer'})",frozenset({'Mascara'}),0.149,0.149,0.092,0.617449664,4.143957479,0.069799,2.22454386
"frozenset({'Mascara', 'Nail Polish', 'Bronzer'})",frozenset({'Eye shadow'}),0.149,0.149,0.092,0.617449664,4.143957479,0.069799,2.22454386
frozenset({'Concealer'}),"frozenset({'Blush', 'Foundation', 'Lip Gloss'})",0.204,0.064,0.053,0.259803922,4.059436275,0.039944,1.264529801
"frozenset({'Eye shadow', 'Concealer', 'Foundation', 'Eyeliner'})",frozenset({'Mascara'}),0.064,0.204,0.053,0.828125,4.059436275,0.039944,4.631272727
frozenset({'Lip liner'}),"frozenset({'Eye shadow', 'Mascara', 'Blush'})",0.201,0.072,0.058,0.288557214,4.007739082,0.043528,1.304391608
frozenset({'Mascara'}),"frozenset({'Lip Gloss', 'Eye shadow', 'Concealer', 'Bronzer'})",0.072,0.201,0.058,0.805555556,4.007739082,0.043528,4.109142857
"frozenset({'Eye shadow', 'Foundation', 'Nail Polish'})",frozenset({'Mascara'}),0.149,0.134,0.078,0.523489933,3.90664129,0.058034,1.817380282
"frozenset({'Concealer', 'Foundation', 'Eyeliner'})",frozenset({'Bronzer'}),0.134,0.149,0.078,0.582089552,3.90664129,0.058034,2.036321429
"frozenset({'Eye shadow', 'Mascara', 'Bronzer'})",frozenset({'Blush'}),0.201,0.107,0.084,0.417910448,3.905705119,0.062493,1.534128205
"frozenset({'Eye shadow', 'Eyeliner', 'Lip Gloss'})",frozenset({'Mascara'}),0.107,0.201,0.084,0.785046729,3.905705119,0.062493,3.717086957
"frozenset({'Concealer', 'Lip Gloss'})","frozenset({'Blush', 'Foundation'})",0.204,0.073,0.058,0.284313725,3.894708568,0.043108,1.295260274
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Lip Gloss', 'Mascara', 'Bronzer'})",0.073,0.204,0.058,0.794520548,3.894708568,0.043108,3.873866667
"frozenset({'Mascara', 'Blush', 'Foundation'})",frozenset({'Eye shadow'}),0.201,0.076,0.059,0.293532338,3.862267609,0.043724,1.307915493
"frozenset({'Lip Gloss', 'Eye shadow', 'Concealer', 'Bronzer'})",frozenset({'Mascara'}),0.076,0.201,0.059,0.776315789,3.862267609,0.043724,3.572
"frozenset({'Nail Polish', 'Eyeliner'})","frozenset({'Concealer', 'Foundation'})",0.149,0.123,0.07,0.469798658,3.819501282,0.051673,1.654088608
"frozenset({'Concealer', 'Lipstick', 'Lip Gloss'})",frozenset({'Eyeliner'}),0.123,0.149,0.07,0.569105691,3.819501282,0.051673,1.974962264
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Blush', 'Lip liner'})",0.201,0.099,0.076,0.378109453,3.819287401,0.056101,1.448808
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Bronzer'})",frozenset({'Blush'}),0.099,0.201,0.076,0.767676768,3.819287401,0.056101,3.439173913
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Blush', 'Eyeliner'})",0.204,0.081,0.063,0.308823529,3.812636166,0.046476,1.329617021
frozenset({'Concealer'}),"frozenset({'Brushes', 'Eye shadow', 'Mascara', 'Nail Polish'})",0.081,0.204,0.063,0.777777778,3.812636166,0.046476,3.582
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Concealer', 'Eyeliner'})",0.13,0.107,0.053,0.407692308,3.810208483,0.03909,1.507662338
"frozenset({'Mascara', 'Lipstick'})","frozenset({'Eye shadow', 'Eyeliner'})",0.107,0.13,0.053,0.495327103,3.810208483,0.03909,1.723888889
"frozenset({'Blush', 'Lip Gloss'})","frozenset({'Concealer', 'Foundation'})",0.204,0.076,0.059,0.289215686,3.805469556,0.043496,1.299972414
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Concealer', 'Lip liner', 'Bronzer'})",0.076,0.204,0.059,0.776315789,3.805469556,0.043496,3.558588235
"frozenset({'Blush', 'Foundation', 'Lip Gloss'})",frozenset({'Concealer'}),0.204,0.098,0.076,0.37254902,3.801520608,0.056008,1.4375625
"frozenset({'Eye shadow', 'Mascara', 'Bronzer'})","frozenset({'Concealer', 'Blush'})",0.098,0.204,0.076,0.775510204,3.801520608,0.056008,3.545818182
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Mascara', 'Lip liner'})",0.201,0.083,0.063,0.313432836,3.776299227,0.046317,1.335630435
"frozenset({'Concealer', 'Mascara', 'Nail Polish'})","frozenset({'Brushes', 'Eye shadow'})",0.083,0.201,0.063,0.759036145,3.776299227,0.046317,3.31585
frozenset({'Concealer'}),"frozenset({'Lip Gloss', 'Eye shadow', 'Bronzer'})",0.137,0.124,0.063,0.459854015,3.708500118,0.046012,1.621783784
frozenset({'Lip Gloss'}),"frozenset({'Concealer', 'Foundation', 'Eyeliner'})",0.124,0.137,0.063,0.508064516,3.708500118,0.046012,1.754295082
"frozenset({'Mascara', 'Eyeliner'})","frozenset({'Blush', 'Lip Gloss'})",0.184,0.078,0.053,0.288043478,3.692865106,0.038648,1.295022901
"frozenset({'Mascara', 'Lip liner'})","frozenset({'Eye shadow', 'Concealer', 'Bronzer'})",0.078,0.184,0.053,0.679487179,3.692865106,0.038648,2.54592
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",frozenset({'Bronzer'}),0.137,0.101,0.051,0.372262774,3.685770037,0.037163,1.432127907
"frozenset({'Eye shadow', 'Blush', 'Nail Polish'})","frozenset({'Concealer', 'Mascara'})",0.101,0.137,0.051,0.504950495,3.685770037,0.037163,1.74326
"frozenset({'Eye shadow', 'Blush', 'Eyeliner'})",frozenset({'Concealer'}),0.204,0.112,0.084,0.411764706,3.676470588,0.061152,1.5096
"frozenset({'Eye shadow', 'Foundation', 'Lip Gloss'})",frozenset({'Mascara'}),0.112,0.204,0.084,0.75,3.676470588,0.061152,3.184
frozenset({'Concealer'}),"frozenset({'Brushes', 'Nail Polish', 'Bronzer'})",0.182,0.093,0.062,0.340659341,3.663003663,0.045074,1.375616667
"frozenset({'Eye shadow', 'Foundation'})","frozenset({'Concealer', 'Blush', 'Mascara'})",0.093,0.182,0.062,0.666666667,3.663003663,0.045074,2.454
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Blush', 'Eyeliner'})",0.204,0.071,0.053,0.259803922,3.659210163,0.038516,1.255072848
"frozenset({'Eye shadow', 'Bronzer'})","frozenset({'Concealer', 'Mascara', 'Eyeliner'})",0.071,0.204,0.053,0.746478873,3.659210163,0.038516,3.139777778
"frozenset({'Eye shadow', 'Mascara', 'Foundation'})",frozenset({'Blush'}),0.201,0.07,0.051,0.253731343,3.624733475,0.03693,1.2462
"frozenset({'Eye shadow', 'Lip liner', 'Eyeliner'})","frozenset({'Concealer', 'Mascara'})",0.07,0.201,0.051,0.728571429,3.624733475,0.03693,2.943684211
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Mascara', 'Lip Gloss'})",0.184,0.093,0.062,0.336956522,3.623188406,0.044888,1.367934426
"frozenset({'Concealer', 'Blush', 'Mascara'})","frozenset({'Eye shadow', 'Foundation'})",0.093,0.184,0.062,0.666666667,3.623188406,0.044888,2.448
frozenset({'Concealer'}),"frozenset({'Mascara', 'Eyeliner', 'Bronzer'})",0.141,0.101,0.051,0.361702128,3.581209185,0.036759,1.408433333
"frozenset({'Eye shadow', 'Mascara', 'Nail Polish'})","frozenset({'Concealer', 'Blush'})",0.101,0.141,0.051,0.504950495,3.581209185,0.036759,1.73518
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Foundation'})",0.28,0.149,0.149,0.532142857,3.571428571,0.10728,1.818931298
"frozenset({'Eyeliner', 'Bronzer'})",frozenset({'Eye shadow'}),0.28,0.07,0.07,0.25,3.571428571,0.0504,1.24
"frozenset({'Mascara', 'Lip Gloss'})",frozenset({'Lip liner'}),0.28,0.092,0.092,0.328571429,3.571428571,0.06624,1.352340426
"frozenset({'Lip liner', 'Lip Gloss'})",frozenset({'Mascara'}),0.28,0.097,0.097,0.346428571,3.571428571,0.06984,1.381639344
frozenset({'Mascara'}),"frozenset({'Lip liner', 'Lip Gloss'})",0.28,0.068,0.068,0.242857143,3.571428571,0.04896,1.230943396
frozenset({'Lip liner'}),"frozenset({'Mascara', 'Lip Gloss'})",0.28,0.083,0.083,0.296428571,3.571428571,0.05976,1.303350254
"frozenset({'Mascara', 'Lip liner'})",frozenset({'Eyeliner'}),0.28,0.081,0.081,0.289285714,3.571428571,0.05832,1.293065327
"frozenset({'Lip liner', 'Eyeliner'})",frozenset({'Mascara'}),0.28,0.074,0.074,0.264285714,3.571428571,0.05328,1.258640777
"frozenset({'Mascara', 'Eyeliner'})",frozenset({'Lip liner'}),0.28,0.068,0.068,0.242857143,3.571428571,0.04896,1.230943396
frozenset({'Lip liner'}),"frozenset({'Mascara', 'Eyeliner'})",0.28,0.078,0.078,0.278571429,3.571428571,0.05616,1.278019802
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Lip Gloss'})",0.28,0.054,0.054,0.192857143,3.571428571,0.03888,1.172035398
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Lip Gloss'})",0.28,0.052,0.052,0.185714286,3.571428571,0.03744,1.164210526
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Eyeliner'})",0.28,0.069,0.069,0.246428571,3.571428571,0.04968,1.235450237
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Eyeliner'})",0.28,0.055,0.055,0.196428571,3.571428571,0.0396,1.176
"frozenset({'Mascara', 'Foundation'})",frozenset({'Lip Gloss'}),0.28,0.056,0.056,0.2,3.571428571,0.04032,1.18
"frozenset({'Mascara', 'Lip Gloss'})",frozenset({'Foundation'}),0.28,0.055,0.055,0.196428571,3.571428571,0.0396,1.176
frozenset({'Foundation'}),"frozenset({'Mascara', 'Lip Gloss'})",0.28,0.063,0.063,0.225,3.571428571,0.04536,1.209032258
frozenset({'Lip Gloss'}),"frozenset({'Mascara', 'Foundation'})",0.28,0.056,0.056,0.2,3.571428571,0.04032,1.18
"frozenset({'Eye shadow', 'Foundation'})",frozenset({'Lip Gloss'}),0.28,0.055,0.055,0.196428571,3.571428571,0.0396,1.176
"frozenset({'Eye shadow', 'Lip Gloss'})",frozenset({'Foundation'}),0.28,0.054,0.054,0.192857143,3.571428571,0.03888,1.172035398
frozenset({'Foundation'}),"frozenset({'Eye shadow', 'Lip Gloss'})",0.28,0.054,0.054,0.192857143,3.571428571,0.03888,1.172035398
frozenset({'Lip Gloss'}),"frozenset({'Eye shadow', 'Foundation'})",0.28,0.074,0.074,0.264285714,3.571428571,0.05328,1.258640777
"frozenset({'Brushes', 'Concealer'})","frozenset({'Blush', 'Nail Polish'})",0.28,0.05,0.05,0.178571429,3.571428571,0.036,1.156521739
"frozenset({'Blush', 'Foundation'})","frozenset({'Concealer', 'Lip Gloss'})",0.204,0.07,0.051,0.25,3.571428571,0.03672,1.24
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",0.149,0.28,0.149,1,3.571428571,0.10728,inf
"frozenset({'Concealer', 'Mascara', 'Bronzer'})","frozenset({'Eye shadow', 'Blush'})",0.097,0.28,0.097,1,3.571428571,0.06984,inf
"frozenset({'Concealer', 'Blush'})","frozenset({'Eye shadow', 'Mascara', 'Foundation'})",0.092,0.28,0.092,1,3.571428571,0.06624,inf
"frozenset({'Eye shadow', 'Foundation'})","frozenset({'Mascara', 'Blush', 'Lip Gloss'})",0.083,0.28,0.083,1,3.571428571,0.05976,inf
"frozenset({'Brushes', 'Nail Polish'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.081,0.28,0.081,1,3.571428571,0.05832,inf
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Lip liner'})",frozenset({'Bronzer'}),0.078,0.28,0.078,1,3.571428571,0.05616,inf
"frozenset({'Eye shadow', 'Concealer', 'Bronzer'})","frozenset({'Mascara', 'Lip Gloss'})",0.074,0.28,0.074,1,3.571428571,0.05328,inf
"frozenset({'Lip Gloss', 'Eye shadow', 'Bronzer'})","frozenset({'Concealer', 'Mascara'})",0.074,0.28,0.074,1,3.571428571,0.05328,inf
"frozenset({'Eyeliner', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.07,0.28,0.07,1,3.571428571,0.0504,inf
"frozenset({'Eye shadow', 'Mascara', 'Lip liner'})","frozenset({'Concealer', 'Eyeliner'})",0.07,0.204,0.051,0.728571429,3.571428571,0.03672,2.932631579
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})","frozenset({'Mascara', 'Lip liner'})",0.069,0.28,0.069,1,3.571428571,0.04968,inf
"frozenset({'Mascara', 'Lip liner'})","frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",0.068,0.28,0.068,1,3.571428571,0.04896,inf
"frozenset({'Lip liner', 'Eyeliner'})","frozenset({'Eye shadow', 'Concealer', 'Mascara'})",0.068,0.28,0.068,1,3.571428571,0.04896,inf
"frozenset({'Eye shadow', 'Concealer', 'Foundation'})","frozenset({'Mascara', 'Eyeliner'})",0.063,0.28,0.063,1,3.571428571,0.04536,inf
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner', 'Lip Gloss'})",frozenset({'Mascara'}),0.056,0.28,0.056,1,3.571428571,0.04032,inf
"frozenset({'Eye shadow', 'Mascara', 'Eyeliner', 'Lip Gloss'})",frozenset({'Concealer'}),0.056,0.28,0.056,1,3.571428571,0.04032,inf
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})","frozenset({'Mascara', 'Lip Gloss'})",0.055,0.28,0.055,1,3.571428571,0.0396,inf
"frozenset({'Eye shadow', 'Eyeliner', 'Lip Gloss'})","frozenset({'Concealer', 'Mascara'})",0.055,0.28,0.055,1,3.571428571,0.0396,inf
"frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})","frozenset({'Concealer', 'Lip Gloss'})",0.055,0.28,0.055,1,3.571428571,0.0396,inf
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Concealer', 'Mascara', 'Lip Gloss'})",0.054,0.28,0.054,1,3.571428571,0.03888,inf
"frozenset({'Concealer', 'Mascara'})","frozenset({'Eye shadow', 'Eyeliner', 'Lip Gloss'})",0.054,0.28,0.054,1,3.571428571,0.03888,inf
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",0.054,0.28,0.054,1,3.571428571,0.03888,inf
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Mascara', 'Eyeliner', 'Lip Gloss'})",0.052,0.28,0.052,1,3.571428571,0.03744,inf
frozenset({'Eyeliner'}),"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Lip Gloss'})",0.05,0.28,0.05,1,3.571428571,0.036,inf
"frozenset({'Eye shadow', 'Concealer', 'Lip Gloss'})",frozenset({'Bronzer'}),0.137,0.131,0.064,0.467153285,3.566055608,0.046053,1.630863014
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eye shadow', 'Mascara'})",0.131,0.137,0.064,0.488549618,3.566055608,0.046053,1.687358209
"frozenset({'Lip liner', 'Concealer', 'Eyeliner'})",frozenset({'Eye shadow'}),0.134,0.112,0.053,0.395522388,3.531449893,0.037992,1.469037037
frozenset({'Foundation'}),"frozenset({'Eye shadow', 'Mascara', 'Lip Gloss'})",0.112,0.134,0.053,0.473214286,3.531449893,0.037992,1.643932203
"frozenset({'Nail Polish', 'Bronzer'})","frozenset({'Brushes', 'Concealer'})",0.182,0.083,0.053,0.291208791,3.508539653,0.037894,1.293751938
"frozenset({'Eye shadow', 'Mascara', 'Nail Polish'})","frozenset({'Brushes', 'Concealer'})",0.083,0.182,0.053,0.638554217,3.508539653,0.037894,2.263133333
"frozenset({'Nail Polish', 'Eyeliner'})","frozenset({'Concealer', 'Bronzer'})",0.175,0.124,0.076,0.434285714,3.502304147,0.0543,1.548484848
"frozenset({'Concealer', 'Foundation'})","frozenset({'Lipstick', 'Eyeliner'})",0.124,0.175,0.076,0.612903226,3.502304147,0.0543,2.13125
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Blush', 'Eyeliner'})",0.182,0.107,0.068,0.373626374,3.491835268,0.048526,1.425666667
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Lipstick'})",0.107,0.182,0.068,0.635514019,3.491835268,0.048526,2.24425641
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Mascara', 'Bronzer'})",0.149,0.143,0.074,0.496644295,3.47303703,0.052693,1.702573333
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eyeliner', 'Bronzer'})",0.143,0.149,0.074,0.517482517,3.47303703,0.052693,1.763666667
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Blush', 'Eyeliner'})",0.184,0.099,0.063,0.342391304,3.458498024,0.044784,1.370115702
"frozenset({'Eye shadow', 'Concealer', 'Blush', 'Bronzer'})",frozenset({'Mascara'}),0.099,0.184,0.063,0.636363636,3.458498024,0.044784,2.244
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Blush', 'Lip liner'})",0.201,0.077,0.053,0.263681592,3.42443626,0.037523,1.253533784
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Concealer', 'Lip liner', 'Bronzer'})",0.077,0.201,0.053,0.688311688,3.42443626,0.037523,2.563458333
frozenset({'Concealer'}),"frozenset({'Mascara', 'Nail Polish', 'Bronzer'})",0.175,0.107,0.064,0.365714286,3.417890521,0.045275,1.407882883
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Lipstick', 'Lip Gloss'})",0.107,0.175,0.064,0.598130841,3.417890521,0.045275,2.052906977
"frozenset({'Nail Polish', 'Bronzer'})","frozenset({'Concealer', 'Eyeliner'})",0.175,0.097,0.058,0.331428571,3.416789396,0.041025,1.350641026
"frozenset({'Eye shadow', 'Mascara', 'Blush', 'Lip liner'})",frozenset({'Concealer'}),0.097,0.175,0.058,0.597938144,3.416789396,0.041025,2.051923077
"frozenset({'Eyeliner', 'Bronzer'})","frozenset({'Mascara', 'Concealer'})",0.141,0.131,0.063,0.446808511,3.41075199,0.044529,1.570884615
"frozenset({'Mascara', 'Concealer', 'Lip Gloss'})",frozenset({'Eye shadow'}),0.131,0.141,0.063,0.480916031,3.41075199,0.044529,1.654838235
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Mascara', 'Nail Polish'})",0.149,0.134,0.068,0.456375839,3.405789843,0.048034,1.593012346
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",0.134,0.149,0.068,0.507462687,3.405789843,0.048034,1.727787879
frozenset({'Nail Polish'}),"frozenset({'Concealer', 'Eyeliner', 'Bronzer'})",0.175,0.099,0.059,0.337142857,3.405483405,0.041675,1.359267241
"frozenset({'Eye shadow', 'Concealer', 'Blush', 'Mascara'})",frozenset({'Bronzer'}),0.099,0.175,0.059,0.595959596,3.405483405,0.041675,2.041875
frozenset({'Brushes'}),"frozenset({'Concealer', 'Nail Polish', 'Bronzer'})",0.182,0.102,0.063,0.346153846,3.393665158,0.044436,1.373411765
"frozenset({'Eye shadow', 'Eyeliner', 'Lip Gloss'})",frozenset({'Foundation'}),0.102,0.182,0.063,0.617647059,3.393665158,0.044436,2.139384615
"frozenset({'Mascara', 'Bronzer'})","frozenset({'Concealer', 'Lip Gloss'})",0.141,0.134,0.064,0.453900709,3.387318726,0.045106,1.585792208
"frozenset({'Mascara', 'Concealer', 'Eyeliner'})",frozenset({'Lip liner'}),0.134,0.141,0.064,0.47761194,3.387318726,0.045106,1.644371429
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Concealer', 'Nail Polish'})",0.182,0.101,0.061,0.335164835,3.318463715,0.042618,1.352214876
"frozenset({'Eye shadow', 'Concealer', 'Blush', 'Mascara'})",frozenset({'Nail Polish'}),0.101,0.182,0.061,0.603960396,3.318463715,0.042618,2.06545
"frozenset({'Mascara', 'Nail Polish'})","frozenset({'Concealer', 'Bronzer'})",0.175,0.093,0.054,0.308571429,3.31797235,0.037725,1.31177686
"frozenset({'Eye shadow', 'Mascara', 'Blush', 'Foundation'})",frozenset({'Concealer'}),0.093,0.175,0.054,0.580645161,3.31797235,0.037725,1.967307692
"frozenset({'Eye shadow', 'Concealer', 'Bronzer'})",frozenset({'Eyeliner'}),0.137,0.13,0.059,0.430656934,3.312745649,0.04119,1.528076923
"frozenset({'Mascara', 'Eyeliner'})","frozenset({'Eye shadow', 'Concealer'})",0.13,0.137,0.059,0.453846154,3.312745649,0.04119,1.580140845
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Concealer', 'Lipstick'})",0.201,0.137,0.091,0.452736318,3.30464466,0.063463,1.576936364
"frozenset({'Lip Gloss', 'Concealer', 'Bronzer'})",frozenset({'Eye shadow'}),0.137,0.201,0.091,0.664233577,3.30464466,0.063463,2.379630435
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Mascara', 'Foundation'})",0.184,0.112,0.068,0.369565217,3.299689441,0.047392,1.408551724
"frozenset({'Eye shadow', 'Mascara', 'Foundation'})",frozenset({'Lip Gloss'}),0.112,0.184,0.068,0.607142857,3.299689441,0.047392,2.077090909
"frozenset({'Blush', 'Lip Gloss'})","frozenset({'Mascara', 'Eyeliner'})",0.184,0.104,0.063,0.342391304,3.29222408,0.043864,1.362512397
"frozenset({'Foundation', 'Eyeliner'})","frozenset({'Mascara', 'Lip Gloss'})",0.104,0.184,0.063,0.605769231,3.29222408,0.043864,2.069853659
frozenset({'Mascara'}),"frozenset({'Blush', 'Eyeliner', 'Lip Gloss'})",0.184,0.101,0.061,0.331521739,3.282393457,0.042416,1.344845528
"frozenset({'Concealer', 'Blush', 'Mascara', 'Nail Polish'})",frozenset({'Eye shadow'}),0.101,0.184,0.061,0.603960396,3.282393457,0.042416,2.0604
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Nail Polish', 'Bronzer'})",0.175,0.093,0.053,0.302857143,3.256528418,0.036725,1.30102459
"frozenset({'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Concealer', 'Blush'})",0.093,0.175,0.053,0.569892473,3.256528418,0.036725,1.918125
"frozenset({'Mascara', 'Blush'})","frozenset({'Eye shadow', 'Bronzer'})",0.201,0.175,0.114,0.567164179,3.240938166,0.078825,1.906034483
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Concealer', 'Bronzer'})",0.175,0.201,0.114,0.651428571,3.240938166,0.078825,2.292213115
"frozenset({'Mascara', 'Foundation'})","frozenset({'Eye shadow', 'Blush'})",0.201,0.083,0.054,0.268656716,3.236827909,0.037317,1.253857143
"frozenset({'Eye shadow', 'Concealer', 'Mascara'})","frozenset({'Brushes', 'Nail Polish'})",0.083,0.201,0.054,0.65060241,3.236827909,0.037317,2.286793103
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Concealer', 'Bronzer'})",0.182,0.107,0.063,0.346153846,3.235082674,0.043526,1.365764706
